ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11382986,JB353336,7/16/2018 7:56,052XX S DREXEL AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,233,2,5,41,11,1183138,1870231,2018,7/23/2018 15:57,41.7991127,-87.60391564,"(41.799112702, -87.603915641)"
11448884,JB439144,9/16/2018 0:00,053XX S HYDE PARK BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESTAURANT,FALSE,FALSE,234,2,5,41,11,1188557,1870278,2018,9/23/2018 16:00,41.79911377,-87.58404168,"(41.79911377, -87.584041683)"
11494468,JB498884,10/31/2018 22:00,053XX S HYDE PARK BLVD,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,234,2,5,41,5,1188557,1870278,2018,11/7/2018 16:21,41.79911377,-87.58404168,"(41.79911377, -87.584041683)"
11508143,JB516958,11/15/2018 12:33,053XX S HYDE PARK BLVD,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,TRUE,FALSE,234,2,5,41,5,1188557,1870278,2018,12/17/2018 16:13,41.79911377,-87.58404168,"(41.79911377, -87.584041683)"
11411126,JB389693,8/12/2018 1:00,053XX S LAKE PARK AVE W,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,234,2,4,41,3,1187540,1870270,2018,8/19/2018 16:03,41.79911608,-87.58777146,"(41.799116083, -87.587771459)"
11435090,JB420564,9/3/2018 12:30,053XX S LAKE PARK AVE W,460,BATTERY,SIMPLE,MOVIE HOUSE/THEATER,FALSE,FALSE,234,2,5,41,08B,1187540,1870270,2018,10/25/2018 16:10,41.79911608,-87.58777146,"(41.799116083, -87.587771459)"
11462381,JB456624,9/29/2018 23:00,053XX S LAKE PARK AVE W,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,234,2,4,41,6,1187540,1870270,2018,10/6/2018 15:59,41.79911608,-87.58777146,"(41.799116083, -87.587771459)"
11473889,JB472030,10/11/2018 18:45,053XX S LAKE PARK AVE W,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,234,2,4,41,6,1187540,1870270,2018,10/18/2018 16:27,41.79911608,-87.58777146,"(41.799116083, -87.587771459)"
11422816,JB404699,8/20/2018 21:42,053XX S HARPER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,4,41,14,1187183,1870268,2018,8/27/2018 16:18,41.79911909,-87.58908071,"(41.799119085, -87.589080706)"
11430039,JB414086,8/26/2018 21:30,053XX S HARPER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,4,41,14,1187183,1870268,2018,9/2/2018 15:59,41.79911909,-87.58908071,"(41.799119085, -87.589080706)"
11489350,JB492332,10/27/2018 12:05,053XX S DREXEL AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,233,2,5,41,6,1183138,1870235,2018,11/3/2018 16:10,41.79912368,-87.60391552,"(41.799123678, -87.603915517)"
11271537,JB205636,3/26/2018 19:30,053XX S LAKE PARK AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,234,2,5,41,6,1187678,1870274,2018,5/4/2018 15:51,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11271538,JB205630,3/26/2018 17:05,053XX S LAKE PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,234,2,5,41,11,1187678,1870274,2018,5/4/2018 15:51,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11311376,JB258585,5/10/2018 17:00,053XX S LAKE PARK AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,5,41,6,1187678,1870274,2018,5/17/2018 15:53,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11333349,JB287512,1/6/2018 15:00,053XX S LAKE PARK AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,STREET,FALSE,TRUE,234,2,5,41,17,1187678,1870274,2018,6/3/2018 15:49,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11418286,JB398981,8/18/2018 2:30,053XX S LAKE PARK AVE,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,234,2,5,41,6,1187678,1870274,2018,8/25/2018 15:59,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11464677,JB459538,9/29/2018 3:00,053XX S LAKE PARK AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,234,2,5,41,08B,1187678,1870274,2018,10/6/2018 15:59,41.79912377,-87.58726526,"(41.799123774, -87.587265261)"
11314714,JB262951,5/14/2018 11:10,052XX S DREXEL AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,233,2,5,41,04B,1183138,1870236,2018,5/21/2018 16:00,41.79912642,-87.60391549,"(41.799126422, -87.603915485)"
11387502,JB359163,7/21/2018 13:55,052XX S DREXEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,233,2,5,41,08B,1183138,1870236,2018,7/28/2018 15:48,41.79912642,-87.60391549,"(41.799126422, -87.603915485)"
11345757,JB302954,6/10/2018 13:17,053XX S CORNELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,234,2,5,41,11,1188157,1870282,2018,6/17/2018 15:50,41.79913431,-87.58550843,"(41.799134305, -87.585508427)"
11389648,JB361960,7/22/2018 18:00,052XX S DREXEL AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,233,2,5,41,5,1183138,1870244,2018,7/29/2018 15:54,41.79914838,-87.60391524,"(41.799148375, -87.603915236)"
11223060,JB140140,2/2/2018 21:40,052XX S DREXEL AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,233,2,5,41,08B,1183138,1870248,2018,5/4/2018 15:51,41.79915935,-87.60391511,"(41.799159351, -87.603915112)"
11260188,JB191181,3/19/2018 3:50,052XX S DREXEL AVE,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,FALSE,FALSE,233,2,5,41,2,1183138,1870248,2018,5/4/2018 15:51,41.79915935,-87.60391511,"(41.799159351, -87.603915112)"
11431805,JB416335,8/30/2018 21:30,052XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,5,41,14,1183138,1870248,2018,9/6/2018 16:21,41.79915935,-87.60391511,"(41.799159351, -87.603915112)"
11375448,JB343239,7/9/2018 15:00,053XX S BLACKSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,234,2,4,41,11,1186816,1870280,2018,7/16/2018 16:10,41.79916073,-87.59042618,"(41.799160725, -87.590426181)"
11387069,JB357051,7/19/2018 19:30,053XX S BLACKSTONE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,4,41,6,1186816,1870280,2018,7/26/2018 15:51,41.79916073,-87.59042618,"(41.799160725, -87.590426181)"
11484343,JB486021,10/22/2018 19:53,053XX S BLACKSTONE AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,234,2,5,41,6,1186816,1870280,2018,10/29/2018 16:21,41.79916073,-87.59042618,"(41.799160725, -87.590426181)"
11271598,JB205815,3/30/2018 20:45,052XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,5,41,14,1183138,1870253,2018,5/4/2018 15:51,41.79917307,-87.60391496,"(41.799173072, -87.603914956)"
11276799,JB212775,4/5/2018 16:23,052XX S DREXEL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,FALSE,233,2,5,41,26,1183138,1870253,2018,5/4/2018 15:51,41.79917307,-87.60391496,"(41.799173072, -87.603914956)"
11260372,JB191413,3/18/2018 0:01,053XX S HARPER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,234,2,4,41,6,1187182,1870289,2018,5/4/2018 15:51,41.79917673,-87.58908371,"(41.799176734, -87.589083706)"
11467839,JB463614,7/24/2018 9:00,053XX S CORNELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,234,2,5,41,11,1188156,1870299,2018,10/11/2018 15:57,41.79918098,-87.58551155,"(41.799180978, -87.585511551)"
11336626,JB292184,6/3/2018 17:00,052XX S DREXEL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,5,41,6,1183138,1870257,2018,6/10/2018 15:50,41.79918405,-87.60391483,"(41.799184048, -87.603914832)"
11200691,JB111616,1/10/2018 19:15,053XX S LAKE PARK AVE W,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,FALSE,FALSE,234,2,4,41,3,1187539,1870298,2018,5/4/2018 15:51,41.79919294,-87.58777424,"(41.799192941, -87.587774235)"
11366220,JB330991,7/1/2018 18:17,052XX S DREXEL AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,233,2,5,41,5,1183138,1870261,2018,7/8/2018 16:08,41.79919502,-87.60391471,"(41.799195024, -87.603914707)"
11378859,JB347902,7/13/2018 12:07,052XX S DREXEL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,233,2,5,41,26,1183138,1870261,2018,7/20/2018 15:52,41.79919502,-87.60391471,"(41.799195024, -87.603914707)"
11239375,JB163681,2/24/2018 11:38,053XX S LAKE PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,234,2,4,41,08B,1187676,1870301,2018,5/4/2018 15:51,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11353140,JB314102,6/19/2018 15:05,053XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,4,41,14,1187676,1870301,2018,6/26/2018 15:54,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11402668,JB378774,8/4/2018 11:15,053XX S LAKE PARK AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,234,2,5,41,26,1187676,1870301,2018,8/11/2018 16:12,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11416272,JB396145,8/16/2018 15:10,053XX S LAKE PARK AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,4,41,6,1187676,1870301,2018,8/23/2018 16:00,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11444112,JB432471,9/12/2018 13:50,053XX S LAKE PARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA BUS,FALSE,FALSE,234,2,5,41,14,1187676,1870301,2018,9/19/2018 16:28,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11494044,JB498418,10/31/2018 19:17,053XX S LAKE PARK AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,234,2,5,41,24,1187676,1870301,2018,11/7/2018 16:21,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11507411,JB516129,10/31/2018 20:30,053XX S LAKE PARK AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,234,2,5,41,08B,1187676,1870301,2018,11/17/2018 16:06,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11526793,JB541432,11/25/2018 15:30,053XX S LAKE PARK AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,5,41,6,1187676,1870301,2018,12/8/2018 16:10,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11536004,JB554207,12/14/2018 14:50,053XX S LAKE PARK AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,234,2,5,41,11,1187676,1870301,2018,12/21/2018 16:10,41.79919791,-87.58727174,"(41.799197912, -87.587271736)"
11196819,JB106449,1/6/2018 11:04,053XX S HYDE PARK BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,234,2,5,41,26,1188556,1870311,2018,5/4/2018 15:51,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11265290,JB197817,3/23/2018 18:00,053XX S HYDE PARK BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,5,41,14,1188556,1870311,2018,5/4/2018 15:51,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11266240,JB198865,3/25/2018 4:00,053XX S HYDE PARK BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,234,2,5,41,26,1188556,1870311,2018,5/4/2018 15:51,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11327182,JB279641,5/25/2018 20:00,053XX S HYDE PARK BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,5,41,6,1188556,1870311,2018,6/1/2018 15:50,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11393735,JB367255,7/27/2018 8:00,053XX S HYDE PARK BLVD,810,THEFT,OVER $500,ALLEY,FALSE,FALSE,234,2,5,41,6,1188556,1870311,2018,8/3/2018 16:16,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11400705,JB376393,7/31/2018 17:00,053XX S HYDE PARK BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,5,41,6,1188556,1870311,2018,8/7/2018 16:02,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11404987,JB381668,8/3/2018 18:54,053XX S HYDE PARK BLVD,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,234,2,5,41,5,1188556,1870311,2018,8/10/2018 16:09,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11490693,JB494228,7/22/2018 1:22,053XX S HYDE PARK BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,234,2,5,41,26,1188556,1870311,2018,10/31/2018 16:10,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11511775,JB521934,11/11/2018 9:00,053XX S HYDE PARK BLVD,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,234,2,5,41,6,1188556,1870311,2018,11/22/2018 16:00,41.79920435,-87.5840443,"(41.799204348, -87.584044296)"
11338074,JB294085,6/5/2018 12:52,053XX S DORCHESTER AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,234,2,4,41,08B,1186446,1870307,2018,6/12/2018 15:54,41.79924358,-87.59178219,"(41.799243582, -87.591782186)"
11436119,JB421972,7/28/2018 21:00,053XX S DORCHESTER AVE,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,234,2,4,41,6,1186446,1870307,2018,9/8/2018 15:56,41.79924358,-87.59178219,"(41.799243582, -87.591782186)"
11275994,JB211327,3/7/2018 13:00,053XX S HYDE PARK BLVD,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,FALSE,FALSE,234,2,5,41,10,1188555,1870327,2018,5/4/2018 15:51,41.79924828,-87.58404745,"(41.799248277, -87.584047451)"
11299293,JB242689,4/29/2018 14:30,053XX S HYDE PARK BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,234,2,5,41,6,1188555,1870327,2018,5/6/2018 15:50,41.79924828,-87.58404745,"(41.799248277, -87.584047451)"
11446092,JB435122,9/14/2018 13:10,053XX S HYDE PARK BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,234,2,5,41,6,1188555,1870327,2018,9/21/2018 16:12,41.79924828,-87.58404745,"(41.799248277, -87.584047451)"
11519495,JB532141,11/28/2018 14:00,053XX S HYDE PARK BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,234,2,5,41,6,1188555,1870327,2018,12/5/2018 16:21,41.79924828,-87.58404745,"(41.799248277, -87.584047451)"
11526219,JB541122,12/5/2018 11:30,053XX S HYDE PARK BLVD,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,234,2,5,41,08A,1188555,1870327,2018,12/12/2018 16:18,41.79924828,-87.58404745,"(41.799248277, -87.584047451)"
11514897,JB525144,10/28/2018 0:01,053XX S SHORE DR,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,234,2,5,41,17,1189028,1870341,2018,6/13/2019 16:03,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
11423487,JB405473,8/22/2018 13:00,053XX S SHORE DR,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,234,2,5,41,10,1189028,1870341,2018,8/29/2018 16:05,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
11428652,JB411094,7/12/2018 10:00,053XX S SHORE DR,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,234,2,5,41,6,1189028,1870341,2018,8/31/2018 15:56,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
11540060,JB559283,12/16/2018 22:30,053XX S SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,5,41,14,1189028,1870341,2018,12/23/2018 16:08,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
11544179,JB560412,12/19/2018 20:00,053XX S SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,234,2,5,41,08B,1189028,1870341,2018,12/26/2018 16:22,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
23919,JB246307,5/2/2018 3:41,053XX S SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,234,2,5,41,01A,1189028,1870341,2018,3/18/2019 16:08,41.79927537,-87.58231243,"(41.799275367, -87.582312425)"
11352247,JB312424,6/18/2018 10:00,053XX S LAKE SHORE DR SB,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,234,2,5,41,08B,1189297,1870346,2018,6/25/2018 15:52,41.79928263,-87.58132579,"(41.799282633, -87.581325792)"
11204119,JB116217,1/14/2018 15:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183211,1870329,2018,5/4/2018 15:51,41.79937992,-87.60364489,"(41.799379922, -87.603644885)"
11214692,JB130213,1/25/2018 18:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183226,1870330,2018,5/4/2018 15:51,41.79938232,-87.60358985,"(41.799382316, -87.603589846)"
11317526,JB266655,5/16/2018 22:10,009XX E 53RD ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,FALSE,FALSE,233,2,4,41,3,1183300,1870331,2018,5/23/2018 16:05,41.79938334,-87.60331844,"(41.799383336, -87.603318441)"
11394719,JB368554,7/27/2018 23:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183345,1870332,2018,8/3/2018 16:16,41.79938503,-87.60315339,"(41.799385032, -87.603153386)"
11547882,JB568696,12/26/2018 22:30,009XX E 53RD ST,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,APARTMENT,FALSE,FALSE,233,2,5,41,24,1183315,1870332,2018,1/2/2019 16:18,41.79938573,-87.6032634,"(41.799385731, -87.603263402)"
11223244,JB141611,2/4/2018 17:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183360,1870333,2018,5/4/2018 15:51,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11223531,JB142104,2/4/2018 22:30,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183360,1870333,2018,5/4/2018 15:51,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11225706,JB144976,2/7/2018 18:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,233,2,4,41,14,1183360,1870333,2018,5/4/2018 15:51,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11228544,JB148847,2/11/2018 17:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,4,41,14,1183360,1870333,2018,5/4/2018 15:51,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11240852,JB165621,2/25/2018 21:00,009XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,233,2,4,41,14,1183360,1870333,2018,5/4/2018 15:51,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11411276,JB390013,8/11/2018 16:00,009XX E 53RD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,233,2,4,41,7,1183360,1870333,2018,8/18/2018 15:57,41.79938743,-87.60309835,"(41.799387426, -87.603098347)"
11210585,JB125030,1/21/2018 9:00,010XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,5,41,14,1183905,1870344,2018,5/4/2018 15:51,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11224068,JB142906,2/5/2018 22:00,010XX E 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,233,2,4,41,14,1183905,1870344,2018,5/4/2018 15:51,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11228291,JB148591,1/10/2018 16:45,010XX E 53RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,233,2,4,41,11,1183905,1870344,2018,5/4/2018 15:51,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11273860,JB208600,4/2/2018 13:44,010XX E 53RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,TRUE,FALSE,233,2,4,41,26,1183905,1870344,2018,5/4/2018 15:51,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11349239,JB308876,6/16/2018 0:15,010XX E 53RD ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,233,2,5,41,6,1183905,1870344,2018,6/23/2018 15:54,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11434559,JB419865,9/3/2018 0:13,010XX E 53RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,233,2,4,41,26,1183905,1870344,2018,9/10/2018 16:05,41.79940489,-87.60109938,"(41.799404889, -87.601099375)"
11430057,JB413921,8/29/2018 15:15,010XX E 53RD ST,031A,ROBBERY,ARMED: HANDGUN,CLEANING STORE,FALSE,FALSE,233,2,5,41,3,1183930,1870345,2018,9/5/2018 16:01,41.79940705,-87.60100766,"(41.799407048, -87.601007664)"
11445767,JB433703,1/9/2018 0:01,010XX E 53RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,233,2,5,41,11,1183917,1870345,2018,9/16/2018 15:58,41.79940735,-87.60105534,"(41.799407352, -87.601055337)"
11549279,JB570232,12/26/2018 11:00,010XX E 53RD ST,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,RESIDENCE,FALSE,FALSE,233,2,5,41,17,1183917,1870345,2018,2/24/2019 16:09,41.79940735,-87.60105534,"(41.799407352, -87.601055337)"
11277794,JB214054,4/6/2018 16:45,010XX E 53RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,233,2,5,41,08B,1184124,1870350,2018,5/4/2018 15:51,41.79941623,-87.60029607,"(41.799416231, -87.600296069)"
11197007,JB104555,1/4/2018 17:45,010XX E 53RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,233,2,5,41,08B,1184134,1870351,2018,5/4/2018 15:51,41.79941874,-87.60025937,"(41.799418741, -87.600259366)"
11412887,JB391165,8/10/2018 18:44,012XX E 53RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,234,2,4,41,11,1185275,1870376,2018,8/17/2018 16:03,41.79946056,-87.5960743,"(41.799460564, -87.596074299)"
11543841,JB564081,12/19/2018 11:00,012XX E 53RD ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,234,2,4,41,6,1185275,1870376,2018,12/26/2018 16:22,41.79946056,-87.5960743,"(41.799460564, -87.596074299)"
11424800,JB406122,8/17/2018 9:09,012XX E 53RD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,234,2,5,41,20,1185271,1870376,2018,10/30/2018 16:11,41.79946066,-87.59608897,"(41.799460659, -87.596088967)"
11255941,JB185561,3/14/2018 14:05,012XX E 53RD ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,234,2,4,41,6,1185262,1870376,2018,5/4/2018 15:51,41.79946087,-87.59612197,"(41.79946087, -87.596121972)"
11489150,JB486381,10/23/2018 5:30,012XX E 53RD ST,610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,FALSE,FALSE,234,2,4,41,5,1185262,1870376,2018,10/31/2018 16:10,41.79946087,-87.59612197,"(41.79946087, -87.596121972)"
11350869,JB311208,6/17/2018 17:25,012XX E 53RD ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,234,2,4,41,6,1185257,1870376,2018,6/24/2018 15:50,41.79946099,-87.59614031,"(41.799460988, -87.596140308)"
11405953,JB383003,8/2/2018 8:00,012XX E 53RD ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,234,2,4,41,11,1185248,1870376,2018,8/10/2018 16:04,41.7994612,-87.59617331,"(41.7994612, -87.596173313)"
11225890,JB145323,2/2/2018 17:53,012XX E 53RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,FALSE,FALSE,234,2,4,41,11,1185239,1870376,2018,5/4/2018 15:51,41.79946141,-87.59620632,"(41.799461412, -87.596206318)"
11320019,JB270105,4/16/2018 16:51,012XX E 53RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,234,2,4,41,11,1185239,1870376,2018,5/23/2018 16:00,41.79946141,-87.59620632,"(41.799461412, -87.596206318)"
11372276,JB339136,7/5/2018 17:00,012XX E 53RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,FALSE,FALSE,234,2,4,41,11,1185239,1870376,2018,7/12/2018 15:56,41.79946141,-87.59620632,"(41.799461412, -87.596206318)"
