ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11345267,JB303622,6/11/2018 21:00,060XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,FALSE,FALSE,314,3,5,42,14,1187913,1865147,2018,6/18/2018 15:51,41.7850493,-87.58656679,"(41.785049304, -87.586566792)"
11540858,JB560375,12/18/2018 19:30,060XX S STONY ISLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,314,3,5,42,26,1187913,1865147,2018,12/25/2018 16:12,41.7850493,-87.58656679,"(41.785049304, -87.586566792)"
11450304,JB441069,9/17/2018 19:30,060XX S INGLESIDE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,20,42,7,1183487,1865109,2018,9/24/2018 16:05,41.78504937,-87.60279541,"(41.785049368, -87.602795405)"
11276862,JB212673,4/2/2018 20:00,060XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,20,42,7,1185256,1865136,2018,5/4/2018 15:51,41.78508203,-87.59630872,"(41.78508203, -87.596308718)"
11532740,JB547091,12/3/2018 9:00,060XX S HARPER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,314,3,5,42,7,1187481,1865156,2018,12/19/2018 16:12,41.78508429,-87.58815038,"(41.785084286, -87.588150382)"
11193575,JB102142,1/2/2018 18:00,060XX S STONY ISLAND AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,314,3,5,42,08B,1187912,1865164,2018,5/4/2018 15:51,41.78509598,-87.58656992,"(41.785095977, -87.586569917)"
11383449,JB353708,7/17/2018 15:15,060XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,314,3,5,42,08B,1187912,1865164,2018,7/24/2018 16:15,41.78509598,-87.58656992,"(41.785095977, -87.586569917)"
11386259,JB357442,7/17/2018 12:00,060XX S STONY ISLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,314,3,5,42,26,1187912,1865164,2018,7/24/2018 16:15,41.78509598,-87.58656992,"(41.785095977, -87.586569917)"
11307407,JB253519,5/7/2018 12:16,060XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,235,2,20,42,08A,1182604,1865128,2018,5/14/2018 15:52,41.78512205,-87.60603224,"(41.785122047, -87.60603224)"
11308717,JB255184,5/6/2018 18:00,060XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,235,2,20,42,6,1182604,1865128,2018,5/13/2018 15:47,41.78512205,-87.60603224,"(41.785122047, -87.60603224)"
11501773,JB508581,11/6/2018 14:05,060XX S COTTAGE GROVE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,235,2,20,42,26,1182604,1865128,2018,11/13/2018 16:24,41.78512205,-87.60603224,"(41.785122047, -87.60603224)"
11546510,JB567193,12/25/2018 21:00,060XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,235,2,20,42,08B,1182604,1865128,2018,1/1/2019 16:14,41.78512205,-87.60603224,"(41.785122047, -87.60603224)"
11220659,JB137761,2/1/2018 14:30,060XX S ELLIS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,235,2,20,42,26,1183929,1865166,2018,5/4/2018 15:51,41.78519546,-87.60117308,"(41.785195464, -87.601173081)"
11334914,JB289519,6/2/2018 10:35,060XX S DREXEL AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,235,2,20,42,3,1183044,1865173,2018,6/9/2018 15:50,41.78523531,-87.60441763,"(41.785235306, -87.604417627)"
11505040,JB512976,11/12/2018 10:44,060XX S WOODLAWN AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,235,2,20,42,24,1185254,1865204,2018,11/19/2018 16:22,41.78526868,-87.59631391,"(41.785268675, -87.596313914)"
11526483,JB541425,12/4/2018 9:00,060XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,314,3,5,42,6,1187910,1865241,2018,12/11/2018 16:20,41.78530732,-87.5865748,"(41.785307319, -87.586574798)"
11296464,JB237198,4/25/2018 10:15,060XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,313,3,20,42,08B,1182602,1865237,2018,5/4/2018 15:51,41.7854212,-87.60603619,"(41.785421199, -87.606036193)"
11323392,JB274461,5/22/2018 19:30,060XX S COTTAGE GROVE AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,313,3,20,42,3,1182602,1865237,2018,5/29/2018 15:59,41.7854212,-87.60603619,"(41.785421199, -87.606036193)"
11478375,JB477835,10/16/2018 13:25,060XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,TRUE,TRUE,313,3,20,42,08B,1182602,1865237,2018,10/23/2018 16:27,41.7854212,-87.60603619,"(41.785421199, -87.606036193)"
11209220,JB123355,1/20/2018 16:00,060XX S DREXEL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,20,42,6,1183042,1865247,2018,5/4/2018 15:51,41.78543842,-87.60442266,"(41.785438415, -87.60442266)"
11447088,JB436787,9/15/2018 14:15,060XX S INGLESIDE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,235,2,20,42,6,1183485,1865257,2018,9/22/2018 16:01,41.78545554,-87.60279813,"(41.785455539, -87.602798127)"
11435773,JB421329,9/4/2018 8:40,060XX S ELLIS AVE,810,THEFT,OVER $500,CTA BUS,FALSE,FALSE,235,2,20,42,6,1183926,1865268,2018,9/11/2018 16:02,41.78547543,-87.6011809,"(41.785475431, -87.601180896)"
11349612,JB309232,6/16/2018 10:00,060XX S CORNELL DR,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,TRUE,FALSE,331,3,5,42,18,1188335,1865316,2018,6/23/2018 15:54,41.78550299,-87.58501419,"(41.785502985, -87.585014189)"
11449077,JB439393,9/17/2018 14:30,060XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,20,42,14,1185251,1865307,2018,9/24/2018 16:05,41.78555139,-87.59632168,"(41.785551386, -87.596321676)"
11389539,JB362006,7/23/2018 15:00,060XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,314,3,5,42,6,1187908,1865335,2018,7/30/2018 15:52,41.78556531,-87.58657914,"(41.78556531, -87.586579138)"
11526972,JB542060,12/5/2018 19:30,060XX S DORCHESTER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,235,2,20,42,7,1186575,1865345,2018,12/12/2018 16:18,41.78562442,-87.59146615,"(41.785624416, -87.591466145)"
11351963,JB312320,6/17/2018 15:00,060XX S LAKE SHORE DR,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,331,3,5,42,6,1190422,1865381,2018,6/24/2018 15:50,41.78563125,-87.57736032,"(41.785631252, -87.577360323)"
11445239,JB434226,9/13/2018 18:00,010XX E 60TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,235,2,20,42,26,1184040,1865435,2018,9/20/2018 16:03,41.78593103,-87.60075771,"(41.785931029, -87.600757708)"
11503133,JB510448,11/10/2018 0:01,010XX E 60TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,235,2,20,42,08B,1184040,1865435,2018,11/17/2018 16:14,41.78593103,-87.60075771,"(41.785931029, -87.600757708)"
11235809,JB158626,2/16/2018 16:00,014XX E 60TH ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,FALSE,FALSE,235,2,5,41,20,1186648,1865519,2018,5/4/2018 15:51,41.78610016,-87.59119299,"(41.786100157, -87.591192991)"
11242569,JB167865,2/27/2018 16:08,059XX S ELLIS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1183920,1865516,2018,5/4/2018 15:51,41.7861561,-87.60119515,"(41.786156104, -87.601195152)"
11247673,JB174722,3/5/2018 10:00,059XX S WOODLAWN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,5,41,6,1185243,1865607,2018,5/4/2018 15:51,41.7863748,-87.59634158,"(41.7863748, -87.596341579)"
11395320,JB369396,7/28/2018 16:45,007XX E MIDWAY PLAISANCE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,233,2,20,40,7,1182516,1865597,2018,8/4/2018 15:58,41.78641107,-87.60634034,"(41.786411067, -87.606340344)"
11390737,JB363527,7/24/2018 9:15,008XX E MIDWAY PLAISANCE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,5,41,14,1182931,1865607,2018,7/31/2018 15:50,41.78642887,-87.60481845,"(41.786428869, -87.604818448)"
11395055,JB368712,7/28/2018 8:59,009XX E MIDWAY PLAISANCE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,235,2,5,41,08B,1183591,1865623,2018,8/4/2018 15:58,41.7864574,-87.60239808,"(41.786457403, -87.60239808)"
11300167,JB243846,4/30/2018 8:10,007XX E MIDWAY PLAISANCE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,20,40,6,1182347,1865848,2018,5/7/2018 16:03,41.78710375,-87.6069522,"(41.787103753, -87.606952203)"
11453816,JB445415,9/21/2018 10:00,007XX E MIDWAY PLAISANCE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,233,2,20,40,7,1182347,1865848,2018,9/28/2018 16:05,41.78710375,-87.6069522,"(41.787103753, -87.606952203)"
11218661,JB135549,1/30/2018 17:20,008XX E MIDWAY PLAISANCE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,235,2,5,41,08B,1182770,1865864,2018,5/4/2018 15:51,41.78713784,-87.60540077,"(41.787137842, -87.605400772)"
11371458,JB338201,7/6/2018 9:00,009XX E MIDWAY PLAISANCE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1183746,1865885,2018,7/13/2018 15:50,41.78717274,-87.6018216,"(41.787172736, -87.601821604)"
11346934,JB304189,6/12/2018 12:50,011XX E MIDWAY PLAISANCE,810,THEFT,OVER $500,STREET,FALSE,FALSE,235,2,5,41,6,1184704,1865908,2018,6/20/2018 15:58,41.78721343,-87.59830837,"(41.78721343, -87.598308367)"
24141,JB404886,8/23/2018 0:25,012XX E MIDWAY PLAISANCE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,235,2,5,41,01A,1185346,1865923,2018,3/19/2019 16:11,41.78723951,-87.595954,"(41.787239506, -87.595953997)"
11368902,JB327463,6/28/2018 23:00,059XX S LAKE SHORE DR,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,BOAT/WATERCRAFT,FALSE,TRUE,331,3,5,41,04B,1190311,1866024,2018,7/11/2018 15:52,41.78739837,-87.57774658,"(41.787398367, -87.577746575)"
11308034,JB254224,5/7/2018 13:30,059XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,235,2,5,41,3,1182584,1866014,2018,5/14/2018 15:52,41.78755377,-87.60607809,"(41.787553774, -87.606078091)"
11335138,JB290247,6/2/2018 7:00,059XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,20,40,14,1182584,1866014,2018,6/9/2018 15:50,41.78755377,-87.60607809,"(41.787553774, -87.606078091)"
11350964,JB311225,5/29/2018 13:00,059XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,233,2,20,40,6,1182584,1866014,2018,6/20/2018 15:58,41.78755377,-87.60607809,"(41.787553774, -87.606078091)"
11372787,JB340000,7/7/2018 17:00,015XX E MIDWAY PLAISANCE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,FALSE,FALSE,235,2,5,41,7,1187538,1866110,2018,7/14/2018 15:51,41.78770078,-87.58791107,"(41.78770078, -87.587911073)"
11547450,JB568279,12/26/2018 6:15,008XX E 59TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1182726,1866069,2018,1/2/2019 16:18,41.7877014,-87.60555574,"(41.787701402, -87.605555736)"
11356947,JB319142,6/8/2018 12:00,008XX E 59TH ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,235,2,5,41,6,1183065,1866077,2018,6/27/2018 16:08,41.78771547,-87.60431253,"(41.787715473, -87.604312529)"
11333111,JB287438,5/31/2018 20:20,009XX E 59TH ST,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,235,2,5,41,08B,1183575,1866088,2018,6/7/2018 15:54,41.78773378,-87.60244225,"(41.787733777, -87.60244225)"
11248726,JB176149,3/2/2018 15:30,011XX E 59TH ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,235,2,5,41,6,1184550,1866112,2018,5/4/2018 15:51,41.78777684,-87.59886662,"(41.787776835, -87.59886662)"
11316533,JB265382,5/16/2018 0:01,013XX E 59TH ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1186172,1866149,2018,5/23/2018 16:05,41.78784019,-87.59291833,"(41.787840189, -87.592918325)"
11482196,JB483087,10/13/2018 9:00,015XX E 59TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1187455,1866176,2018,10/24/2018 16:13,41.78788386,-87.5882133,"(41.787883864, -87.588213298)"
11376993,JB345630,7/11/2018 7:30,015XX E 59TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1187519,1866177,2018,7/18/2018 15:56,41.78788509,-87.58797861,"(41.787885086, -87.587978608)"
11209026,JB123046,1/20/2018 0:00,015XX E 59TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,5,41,6,1187549,1866178,2018,5/4/2018 15:51,41.78788712,-87.58786858,"(41.787887116, -87.58786858)"
11266313,JB199131,3/25/2018 12:42,015XX E 59TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,235,2,5,41,26,1187549,1866178,2018,5/4/2018 15:51,41.78788712,-87.58786858,"(41.787887116, -87.58786858)"
11456729,JB449161,9/23/2018 19:07,015XX E 59TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,FALSE,235,2,5,41,26,1187549,1866178,2018,9/30/2018 15:57,41.78788712,-87.58786858,"(41.787887116, -87.58786858)"
11320615,JB270889,5/20/2018 4:00,015XX E 59TH ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,235,2,5,41,3,1187601,1866179,2018,5/27/2018 15:50,41.78788862,-87.58767789,"(41.787888623, -87.587677888)"
11285069,JB223444,4/14/2018 3:00,058XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,5,41,6,1187880,1866422,2018,5/4/2018 15:51,41.78854879,-87.58664719,"(41.788548789, -87.586647186)"
11378210,JB346946,4/10/2018 9:00,058XX S MARYLAND AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,2,1182886,1866380,2018,7/15/2018 15:47,41.7885511,-87.60495943,"(41.788551095, -87.604959429)"
11219950,JB137178,1/31/2018 20:39,058XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,5,41,6,1187879,1866444,2018,5/4/2018 15:51,41.78860918,-87.58665015,"(41.788609182, -87.586650152)"
11221378,JB139126,2/2/2018 16:00,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,5,41,14,1182887,1866434,2018,5/4/2018 15:51,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11244400,JB170043,2/22/2018 0:00,058XX S MARYLAND AVE,1050,HUMAN TRAFFICKING,COMMERCIAL SEX ACTS,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,26,1182887,1866434,2018,5/4/2018 15:51,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11305914,JB251208,5/5/2018 15:00,058XX S MARYLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,235,2,5,41,11,1182887,1866434,2018,5/12/2018 15:56,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11309161,JB255802,5/8/2018 20:58,058XX S MARYLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,235,2,5,41,26,1182887,1866434,2018,5/15/2018 15:55,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11317767,JB266892,5/11/2018 23:00,058XX S MARYLAND AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1182887,1866434,2018,5/19/2018 15:46,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11340364,JB296994,6/5/2018 21:40,058XX S MARYLAND AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1182887,1866434,2018,6/12/2018 15:54,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11348122,JB307342,6/14/2018 20:00,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,5,41,14,1182887,1866434,2018,6/21/2018 16:04,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11393744,JB367185,7/27/2018 7:20,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,5,41,14,1182887,1866434,2018,8/3/2018 16:16,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11394121,JB367775,7/27/2018 7:30,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SPORTS ARENA/STADIUM,FALSE,FALSE,235,2,5,41,14,1182887,1866434,2018,8/3/2018 16:16,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11408396,JB385905,8/7/2018 10:30,058XX S MARYLAND AVE,820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1182887,1866434,2018,8/14/2018 16:06,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11424620,JB406978,7/28/2018 21:30,058XX S MARYLAND AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1182887,1866434,2018,8/29/2018 15:59,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11427760,JB411145,8/24/2018 10:00,058XX S MARYLAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,26,1182887,1866434,2018,8/31/2018 16:01,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11429107,JB412892,8/28/2018 18:00,058XX S MARYLAND AVE,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,08B,1182887,1866434,2018,9/4/2018 16:10,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11494488,JB499058,11/1/2018 10:30,058XX S MARYLAND AVE,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,08A,1182887,1866434,2018,11/8/2018 16:17,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11517128,JB528957,11/25/2018 21:30,058XX S MARYLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,TRUE,FALSE,235,2,5,41,18,1182887,1866434,2018,12/2/2018 16:09,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11521038,JB534178,11/30/2018 3:12,058XX S MARYLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,235,2,5,41,18,1182887,1866434,2018,12/7/2018 16:15,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11525103,JB539515,12/3/2018 12:40,058XX S MARYLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,26,1182887,1866434,2018,12/10/2018 16:21,41.78869925,-87.60495409,"(41.788699253, -87.604954085)"
11493873,JB498335,10/31/2018 20:30,058XX S BLACKSTONE AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,235,2,5,41,3,1186912,1866500,2018,11/7/2018 16:21,41.78878584,-87.59019396,"(41.788785842, -87.590193962)"
11374836,JB342435,7/9/2018 9:30,058XX S BLACKSTONE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,235,2,5,41,5,1186912,1866507,2018,7/16/2018 16:10,41.78880505,-87.59019374,"(41.78880505, -87.59019374)"
11399563,JB374612,8/1/2018 15:13,058XX S COLUMBIA DR,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,331,3,5,41,6,1189437,1866542,2018,8/8/2018 16:16,41.78884083,-87.58093448,"(41.788840829, -87.58093448)"
11331322,JB284889,5/29/2018 22:30,058XX S HARPER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1187246,1866527,2018,6/5/2018 15:53,41.788852,-87.58896846,"(41.788852003, -87.588968463)"
11334780,JB289680,6/2/2018 11:00,058XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,20,40,14,1182572,1866502,2018,6/9/2018 15:50,41.78889317,-87.60610696,"(41.788893168, -87.606106955)"
11291628,JB232492,3/1/2018 0:00,058XX S HARPER AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,235,2,5,41,11,1187246,1866547,2018,5/4/2018 15:51,41.78890689,-87.58896783,"(41.788906885, -87.588967828)"
11393034,JB366282,7/26/2018 6:45,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SMALL RETAIL STORE,FALSE,FALSE,235,2,5,41,14,1182885,1866516,2018,8/2/2018 15:53,41.78892431,-87.60495887,"(41.788924314, -87.604958871)"
11416905,JB397015,8/15/2018 21:30,058XX S BLACKSTONE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,235,2,5,41,7,1186911,1866553,2018,8/23/2018 15:56,41.7889313,-87.59019595,"(41.788931301, -87.590195949)"
11201494,JB112667,1/11/2018 15:30,058XX S MARYLAND AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,235,2,5,41,6,1182885,1866522,2018,5/4/2018 15:51,41.78894078,-87.60495869,"(41.788940779, -87.604958685)"
11242107,JB167195,2/26/2018 6:15,058XX S MARYLAND AVE,890,THEFT,FROM BUILDING,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,235,2,5,41,6,1182885,1866522,2018,5/4/2018 15:51,41.78894078,-87.60495869,"(41.788940779, -87.604958685)"
11490958,JB494394,10/24/2018 7:00,058XX S MARYLAND AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,235,2,5,41,6,1182885,1866522,2018,10/31/2018 16:17,41.78894078,-87.60495869,"(41.788940779, -87.604958685)"
11522417,JB536088,12/1/2018 10:00,058XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,235,2,5,41,14,1182885,1866522,2018,12/8/2018 16:15,41.78894078,-87.60495869,"(41.788940779, -87.604958685)"
11309644,JB256211,5/4/2018 16:00,058XX S BLACKSTONE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,235,2,5,41,5,1186911,1866567,2018,5/12/2018 15:53,41.78896972,-87.59019551,"(41.788969718, -87.590195505)"
11430157,JB413267,8/25/2018 9:15,058XX S DORCHESTER AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,235,2,5,41,6,1186544,1866569,2018,9/1/2018 16:13,41.7889839,-87.59154109,"(41.788983904, -87.591541086)"
11408667,JB386571,8/9/2018 12:30,058XX S BLACKSTONE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,235,2,5,41,6,1186910,1866573,2018,8/16/2018 16:02,41.78898621,-87.59019898,"(41.788986207, -87.590198981)"
11260875,JB192069,3/5/2018 11:00,058XX S ELLIS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,FALSE,FALSE,235,2,5,41,11,1183896,1866569,2018,5/4/2018 15:51,41.78904619,-87.60125027,"(41.789046187, -87.601250273)"
11211602,JB124588,1/21/2018 19:15,058XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,20,40,6,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
11214587,JB130293,1/26/2018 9:00,058XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,20,40,6,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
11224761,JB143744,2/6/2018 18:00,058XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,20,40,14,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
11224763,JB143741,2/6/2018 17:00,058XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,20,40,6,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
11236745,JB160329,2/21/2018 7:00,058XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,233,2,20,40,14,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
11238508,JB162503,2/23/2018 10:30,058XX S COTTAGE GROVE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,233,2,20,40,7,1182571,1866562,2018,5/4/2018 15:51,41.78905784,-87.60610876,"(41.789057836, -87.606108761)"
